Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Portugal,PRT,..,9.79384,7.52542,8.16457,9.7729,9.8942,9.9287,9.64497,9.51599,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Puerto Rico,PRI,..,..,11.86249,13.7315,12.8901,17.23632,18.9141,17.15997,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Qatar,QAT,8.59347,..,10.12723,9.72794,9.67144,10.17084,10.68863,10.24306,10.41565,11.04303,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Romania,ROU,..,12.83862,12.96035,12.75412,12.81445,12.26841,12.09628,12.11967,12.07981,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Russian Federation,RUS,..,..,..,8.76378,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Rwanda,RWA,..,23.32554,23.70344,22.91459,22.79344,21.65028,19.21098,18.57893,20.08785,28.24773,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Samoa,WSM,..,21.17285,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,5.84099,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sao Tome and Principe,STP,..,..,19.77371,..,..,24.44641,20.75328,24.82051,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,10.26494,10.48578,11.14518,11.52893,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Senegal,SEN,..,27.34762,26.90024,24.8448,26.05916,25.07389,20.37208,19.65404,18.88356,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Serbia,SRB,..,..,9.33435,9.07219,9.00278,8.65148,8.45036,8.22827,8.08165,7.946,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Seychelles,SYC,..,14.57746,11.79602,12.8595,12.36134,13.23091,11.98379,11.6348,11.5937,10.7789,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sierra Leone,SLE,18.6619,..,20.51483,21.68596,20.66285,..,20.54128,22.04465,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Singapore,SGP,..,..,..,..,..,..,..,11.65009,11.47558,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sint Maarten (Dutch part),SXM,..,..,..,11.82937,..,7.57821,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Slovak Republic,SVK,..,12.23353,11.67085,11.34508,11.23021,11.113,11.15229,11.0616,11.06981,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Slovenia,SVN,..,12.92344,8.96265,8.86497,10.06775,10.10363,10.20569,9.69943,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Solomon Islands,SLB,..,10.11743,23.88333,25.92408,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,South Africa,ZAF,..,28.05968,..,..,..,..,27.78203,26.84814,27.61705,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,South Sudan,SSD,..,..,..,..,..,..,27.47489,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Spain,ESP,17.18294,11.38215,11.05291,11.35027,12.01328,11.90957,11.98294,11.60931,11.56883,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sri Lanka,LKA,19.10929,..,17.25639,17.28218,..,..,..,17.42213,17.44801,17.52875,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,St. Kitts and Nevis,KNA,..,14.44848,9.18162,8.19866,12.41451,8.48544,8.31985,7.9222,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,St. Lucia,LCA,18.53207,17.77305,15.31698,14.33398,12.17938,12.76199,11.73623,11.78644,11.41776,11.14556,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,St. Vincent and the Grenadines,VCT,..,23.8399,16.81077,15.32206,14.72238,15.43582,15.01606,14.33003,14.36506,13.8727,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Suriname,SUR,13.37445,..,13.42443,12.47988,12.75306,12.32072,11.97658,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sweden,SWE,..,14.34758,9.5108,9.52382,12.29939,12.61897,12.87345,12.90017,13.07043,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Switzerland,CHE,..,..,..,9.32916,9.27359,..,..,9.7742,9.82943,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Syrian Arab Republic,SYR,18.10776,17.64617,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Tajikistan,TJK,..,16.40669,15.43893,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Tanzania,TZA,..,..,..,..,..,23.51587,..,15.93942,17.11346,20.86254,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Thailand,THA,16.22193,..,..,..,..,29.53685,28.15431,26.63435,26.36914,25.94603,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Timor-Leste,TLS,..,..,24.2871,..,..,..,..,..,27.28978,26.54835,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Togo,TGO,28.04832,31.53444,26.24584,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Tonga,TON,17.72716,14.62638,14.56807,..,13.29749,13.40591,14.5488,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Tunisia,TUN,17.31576,18.9929,13.62495,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Turkey,TUR,23.26197,..,..,17.94572,20.13252,19.48105,18.45287,..,17.34797,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Turks and Caicos Islands,TCA,..,8.37692,..,..,..,8.83415,9.58571,..,..,10.06957,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Tuvalu,TUV,..,..,..,..,..,..,6.16746,8.3806,..,8.64286,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Ukraine,UKR,..,13.36584,..,..,..,..,6.97019,7.03673,7.20581,7.33711,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,United Arab Emirates,ARE,12.56488,..,..,..,..,..,..,9.54885,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,United Kingdom,GBR,..,15.05171,..,..,15.86648,15.82946,15.45905,..,16.61873,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,United States,USA,..,..,..,..,..,14.78683,14.69697,..,14.62452,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Uruguay,URY,..,14.62523,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Uzbekistan,UZB,10.88961,11.50156,13.27681,12.84043,11.68829,10.90033,10.69989,10.43487,10.32977,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Vanuatu,VUT,..,24.69504,..,..,..,..,20.568,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Vietnam,VNM,17.98301,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Virgin Islands (U.S.),VIR,17.91667,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,West Bank and Gaza,PSE,..,28.36639,20.49871,20.18146,19.86081,19.71825,19.9462,19.64335,20.08626,17.33404,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Zimbabwe,ZWE,..,24.71045,..,22.43191,22.48353,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Arab World,ARB,17.79876,16.29985,14.46235,14.41522,14.36273,14.44477,14.50165,14.52697,14.55245,14.49976,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Caribbean small states,CSS,21.42853,17.95788,16.23626,16.41118,15.81603,15.70085,15.36799,15.84117,14.74658,15.1103,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Central Europe and the Baltics,CEB,13.94181,12.11241,10.16726,9.96592,10.41704,10.39318,10.14677,10.0146,9.9961,10.02635,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Early-demographic dividend,EAR,20.71399,23.36436,21.22642,21.49801,22.61324,22.76992,22.50503,21.60483,21.33877,21.40841,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,East Asia & Pacific,EAS,15.72451,17.62006,15.90186,15.72679,15.97076,15.53039,15.08599,14.67212,14.74875,14.75977,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,East Asia & Pacific (excluding high income),EAP,15.05413,17.89193,16.16995,16.00089,16.30567,15.83737,15.34908,14.90642,15.01544,14.98305,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,14.99849,17.89966,16.15151,15.98017,16.28906,15.81443,15.32017,14.87222,14.98327,14.95966,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Euro area,EMU,12.55881,11.96365,11.46512,11.55823,11.75595,11.74737,11.73668,11.42687,11.42341,11.42415,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Europe & Central Asia,ECS,11.8115,11.67828,11.14743,11.10405,11.51975,11.44363,11.29639,11.09253,11.08297,11.08115,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Europe & Central Asia (excluding high income),ECA,..,11.16249,10.89878,10.75538,11.15565,10.97322,10.77056,10.54213,10.4964,10.48524,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,11.31734,10.68817,10.53622,10.97792,10.82036,10.61154,10.39485,10.35177,10.3459,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,European Union,EUU,12.74245,12.32525,11.52783,11.57438,12.00959,12.0173,11.91926,11.73981,11.7795,11.79284,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Fragile and conflict affected situations,FCS,18.21575,20.58019,19.50816,19.40945,19.32296,19.39066,19.17145,19.04124,19.01331,19.02135,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Heavily indebted poor countries (HIPC),HPC,22.42464,23.44485,23.31242,23.04886,22.07264,21.88557,21.44457,21.1948,20.97459,21.37058,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,High income,HIC,14.4746,13.60712,12.68246,12.70481,12.86842,12.87004,12.76727,12.62698,12.60643,12.63098,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,IBRD only,IBD,16.59672,18.60503,17.44554,17.38847,18.27212,18.22951,17.94955,17.4179,17.26164,17.23354,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,IDA & IBRD total,IBT,16.86998,19.15325,18.13249,18.24865,18.93456,18.82211,18.5601,18.16581,17.97486,18.02335,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,IDA blend,IDB,17.53695,20.36357,18.7994,21.15492,19.41601,18.33013,18.23693,19.05278,18.48555,18.86477,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,IDA only,IDX,20.85305,26.07487,24.0673,24.15077,24.12494,24.09625,23.66721,23.4596,23.10511,23.53348,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,IDA total,IDA,19.22615,23.65135,21.86446,22.99397,22.1521,21.68999,21.40375,21.72611,21.27684,21.68306,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Late-demographic dividend,LTE,14.14092,15.82149,14.67161,14.28352,14.80778,14.3671,14.02361,13.75482,13.58041,13.50771,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Latin America & Caribbean,LCN,16.36833,17.88522,17.03227,16.83752,17.19956,16.50248,16.39638,16.41891,16.50972,16.4962,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Latin America & Caribbean (excluding high income),LAC,16.12256,17.74447,17.06215,16.89054,17.30006,16.57641,16.49783,16.53588,16.61526,16.60104,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,16.59482,18.01969,17.27736,17.08228,17.46553,16.69484,16.56983,16.5865,16.67372,16.65098,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Least developed countries: UN classification,LDC,22.01148,28.15927,25.65008,25.86966,25.6577,25.62664,24.95432,24.75304,24.31458,24.74825,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Low & middle income,LMY,16.85824,19.21638,18.23437,18.35552,19.03864,18.92542,18.6707,18.27281,18.07721,18.11664,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Low income,LIC,21.23902,21.92308,22.72036,22.90115,22.42411,22.50288,22.10181,21.97853,21.88316,22.09153,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Lower middle income,LMC,21.28406,24.84319,21.70244,22.38171,23.50979,23.80539,23.48068,22.55303,22.27369,22.34035,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Middle East & North Africa,MEA,18.38983,18.52779,15.17937,15.05347,14.63249,14.68665,14.79831,14.91463,14.99075,14.91591,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Middle East & North Africa (excluding high income),MNA,19.54314,19.94777,16.23666,16.13358,15.69777,15.78599,15.95591,16.1407,16.28611,16.20428,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,19.477,19.85023,16.16198,16.06211,15.62008,15.70994,15.878,16.07018,16.20945,16.17787,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Middle income,MIC,16.71834,19.11449,17.95522,18.0635,18.80913,18.68452,18.43519,18.01772,17.81021,17.83669,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,North America,NAC,16.07617,14.93725,14.81487,14.99648,15.02165,15.10117,15.01378,14.9758,14.94246,14.93963,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,OECD members,OED,14.8202,14.15634,13.56167,13.61118,14.01954,13.86628,13.74787,13.62644,13.63641,13.67666,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Other small states,OSS,14.80982,15.63834,15.02347,14.82787,14.66267,14.70222,14.44537,13.76732,13.69945,13.96217,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Pacific island small states,PSS,20.95969,18.11554,21.54691,19.2727,19.25248,..,..,..,..,..,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Post-demographic dividend,PST,14.244,13.50455,12.61838,12.63678,12.75882,12.7433,12.66088,12.54451,12.53682,12.57776,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Pre-demographic dividend,PRE,22.47455,24.19368,20.09817,22.22636,20.68247,20.17024,19.77498,20.42466,20.29485,20.52323,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Small states,SST,17.09316,16.41073,15.69331,15.45218,15.20144,15.20525,14.91021,14.50623,14.25567,14.52619,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,South Asia,SAS,27.69485,32.47387,25.9675,25.91948,29.92496,30.60243,30.44821,28.20535,26.97132,27.19053,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,South Asia (IDA & IBRD),TSA,27.69485,32.47387,25.9675,25.91948,29.92496,30.60243,30.44821,28.20535,26.97132,27.19053,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sub-Saharan Africa,SSF,23.40616,25.13677,21.58815,23.50418,21.95603,21.39678,21.00043,21.49,21.30319,21.60546,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sub-Saharan Africa (excluding high income),SSA,23.41562,25.14307,21.59074,23.50709,21.95824,21.39848,21.00242,21.49227,21.30533,21.60801,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,23.40616,25.13677,21.58815,23.50418,21.95603,21.39678,21.00043,21.49,21.30319,21.60546,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,Upper middle income,UMC,14.41063,16.19938,15.19568,14.8786,15.36619,14.88605,14.59857,14.38035,14.21118,14.16773,..,..
"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,World,WLD,16.18552,17.74911,17.02516,17.13973,17.68115,17.62001,17.41341,17.09064,16.94278,16.9982,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/16/2020,,,,,,,,,,,,,,,
