Excluding Developed Countries,,,,,,Excluding Developed Countries,,,,,,,,Including Developed Countries,,,,,,Including Developed Countries,,,,,,,,Excluding Developed Countries,,,,,,Excluding Developed Countries,,,,,,,,Including Developed Countries,,,,,,Including Developed Countries,,,,,,,,Excluding Developed Countries,,,,,,Excluding Developed Countries,,,,,,,,Including Developed Countries,,,,,,Including Developed Countries,,,,,,,,Excluding Developed Countries,,,,,,Excluding Developed Countries,,,,,,,,Including Developed Countries,,,,,,Including Developed Countries,,,,
"School enrollment, secondary (% net) ",,,,,,"School enrollment, primary (% net) ",,,,,,,,"School enrollment, secondary (% net) ",,,,,,"School enrollment, primary (% net) ",,,,,,,,"School enrollment, secondary (% gross) ",,,,,,"School enrollment, primary (% gross) ",,,,,,,,"School enrollment, secondary (% gross) ",,,,,,"School enrollment, primary (% gross) ",,,,,,,,"Literacy rate, youth total (% of people ages 15-24) ",,,,,,"Average years of school, ages 15+",,,,,,,,"Literacy rate, youth total (% of people ages 15-24) ",,,,,,"Average years of school, ages 15+",,,,,,,,,"First level complete, ages 15+",,,,,,"second level complete, ages 15+",,,,,,,,"First level complete, ages 15+",,,,,,"second level complete, ages 15+",,,
,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,,,,,,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,,,,,,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,,,,,,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,,,,,,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,,,,,,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,,,,,,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,,,,,,Input Efficiency,,Output Efficeiency,,,,Input Efficiency,,Output Efficeiency,
dmu,FDH,DEA,FDH,DEA,,dmu,FDH,DEA,FDH,DEA,,,,,Input ,,output,,,dmu,FDH,DEA,FDH,DEA,,,,dmu,FDH,DEA,FDH,DEA,,dmu,FDH,DEA,FDH,DEA,,,,dmu,FDH,DEA,FDH,DEA,,dmu,FDH,DEA,FDH,DEA,,,,dmu,FDH,DEA,FDH,DEA,,dmu,FDH,DEA,FDH,DEA,,,,dmu,FDH,DEA,FDH,DEA,,dmu,FDH,DEA,FDH,DEA,,,,dmu,FDH,DEA,FDH,DEA,,dmu,FDH,DEA,FDH,DEA,,,,dmu,FDH,DEA,FDH,DEA,,dmu,FDH,DEA,FDH,DEA
CAF,0.044,0.044,0.155,0.151,,BRB,0.196,0.151,0.936,0.936,,,,BOL,0.514,0.514,0.624,0.624,,BRA,0.641,0.605,0.937,0.937,,,,CAF,0.055,0.055,0.127,0.127,,BRB,0.036,0.036,0.670,0.670,,,,BRB,0.547,0.547,0.896,0.896,,BOL,0.513,0.513,0.690,0.690,,,,CHN,0.262,0.184,0.997,0.997,,CIV,0.255,0.255,0.389,0.389,,,,CHN,0.270,0.197,0.997,0.997,,CAN,0.784,0.750,0.950,0.950,,,,CIV,0.685,0.358,0.482,0.482,,CIV,0.255,0.255,0.148,0.148,,,,CAN,0.630,0.630,0.045,0.032,,CAN,0.630,0.630,0.488,0.488
CHL,0.070,0.064,0.917,0.895,,BWA,0.080,0.042,0.890,0.890,,,,BRA,0.535,0.535,0.730,0.730,,BRB,0.636,0.599,0.936,0.936,,,,CHL,0.715,0.237,0.883,0.883,,BWA,0.209,0.097,0.737,0.737,,,,CAF,0.573,0.573,0.127,0.127,,BRA,0.928,0.671,0.831,0.831,,,,CIV,0.053,0.053,0.507,0.507,,CMR,0.281,0.281,0.511,0.511,,,,CIV,0.065,0.065,0.507,0.507,,CHE,1.000,0.931,1.000,0.993,,,,CMR,0.915,0.568,0.892,0.650,,CMR,0.281,0.281,0.244,0.244,,,,CHE,0.843,0.710,0.105,0.052,,CHE,0.708,0.708,0.699,0.699
CHN,0.089,0.079,0.858,0.842,,CAF,0.056,0.056,0.687,0.687,,,,BRB,0.562,0.548,0.775,0.775,,BWA,0.481,0.428,0.890,0.890,,,,CHN,1.000,1.000,1.000,1.000,,CAF,0.050,0.050,0.626,0.626,,,,CHE,0.724,0.724,0.872,0.845,,BRB,0.529,0.529,0.670,0.670,,,,CMR,0.059,0.059,0.806,0.806,,COG,0.222,0.222,0.480,0.480,,,,CMR,0.072,0.072,0.806,0.806,,CHL,0.665,0.665,0.781,0.769,,,,COG,0.222,0.222,0.114,0.114,,COG,0.222,0.222,0.094,0.094,,,,CHL,0.791,0.698,0.334,0.154,,CHL,0.665,0.665,0.611,0.611
CIV,0.041,0.041,0.399,0.388,,CHL,0.315,0.254,0.940,0.940,,,,CAF,0.561,0.561,0.121,0.121,,CAF,0.563,0.563,0.687,0.687,,,,CMR,0.059,0.059,0.417,0.417,,CHL,0.308,0.126,0.847,0.727,,,,CHL,0.672,0.672,0.883,0.883,,BWA,0.413,0.413,0.737,0.737,,,,COG,0.046,0.046,0.810,0.809,,COL,0.275,0.275,0.725,0.725,,,,COG,0.056,0.056,0.810,0.809,,CHN,0.673,0.673,0.634,0.626,,,,COL,0.738,0.390,0.704,0.503,,COL,0.275,0.275,0.394,0.394,,,,CHN,0.801,0.744,0.597,0.279,,CHN,0.673,0.673,0.359,0.359
CMR,0.046,0.046,0.482,0.470,,CHN,1.000,1.000,1.000,1.000,,,,CAN,0.871,0.650,0.784,0.784,,CAN,0.872,0.856,0.997,0.997,,,,COL,0.056,0.056,0.791,0.791,,CHN,0.882,0.362,0.960,0.834,,,,CHN,1.000,1.000,1.000,1.000,,CAF,0.560,0.560,0.626,0.626,,,,COL,0.056,0.056,0.983,0.983,,CRI,0.167,0.167,0.648,0.648,,,,COL,0.070,0.070,0.983,0.983,,CIV,0.565,0.565,0.380,0.380,,,,CRI,0.544,0.341,0.621,0.621,,CRI,0.167,0.167,0.322,0.322,,,,CIV,0.861,0.718,0.482,0.482,,CIV,0.565,0.565,0.148,0.148
COG,0.035,0.035,0.509,0.501,,CIV,0.054,0.054,0.701,0.701,,,,CHE,0.691,0.691,0.765,0.757,,CHE,0.830,0.786,0.941,0.940,,,,COM,0.052,0.052,0.440,0.440,,CIV,0.048,0.048,0.580,0.580,,,,CMR,0.589,0.589,0.417,0.417,,CAN,0.614,0.614,0.835,0.712,,,,COM,0.053,0.053,0.716,0.716,,CZE,0.966,0.958,0.995,0.995,,,,COM,0.064,0.064,0.716,0.716,,CMR,0.584,0.584,0.499,0.499,,,,CZE,0.545,0.545,0.036,0.025,,CZE,1.000,1.000,1.000,1.000,,,,CMR,0.897,0.815,0.892,0.631,,CMR,0.584,0.584,0.244,0.244
COL,0.062,0.059,0.953,0.927,,CMR,0.190,0.111,0.895,0.895,,,,CHL,0.656,0.656,0.756,0.734,,CHL,0.786,0.746,0.940,0.940,,,,CPV,0.050,0.050,0.679,0.679,,CMR,0.636,0.270,0.907,0.760,,,,COL,0.609,0.609,0.791,0.791,,CHE,0.687,0.687,0.943,0.786,,,,CPV,0.050,0.050,0.982,0.982,,DOM,0.531,0.531,0.632,0.632,,,,CPV,0.062,0.062,0.982,0.982,,COG,0.541,0.541,0.469,0.469,,,,DOM,0.531,0.531,0.499,0.336,,DOM,0.531,0.531,0.384,0.384,,,,COG,0.644,0.563,0.114,0.114,,COG,0.541,0.541,0.094,0.094
COM,0.041,0.041,0.569,0.552,,COG,0.222,0.109,0.906,0.906,,,,CHN,0.667,0.667,0.707,0.691,,CHN,1.000,1.000,1.000,1.000,,,,CRI,0.034,0.034,0.774,0.774,,COG,0.490,0.249,0.765,0.765,,,,COM,0.564,0.564,0.440,0.440,,CHL,0.655,0.655,0.900,0.760,,,,CRI,0.034,0.034,0.992,0.992,,ECU,0.262,0.262,0.624,0.624,,,,CRI,0.042,0.042,0.992,0.992,,COL,0.603,0.603,0.708,0.708,,,,ECU,0.898,0.600,0.675,0.675,,ECU,0.322,0.265,0.434,0.434,,,,COL,0.919,0.768,0.747,0.514,,COL,0.603,0.603,0.394,0.394
CPV,0.054,0.048,0.856,0.830,,COL,0.273,0.173,0.921,0.921,,,,CIV,0.558,0.558,0.311,0.311,,CIV,0.560,0.560,0.701,0.701,,,,DOM,0.110,0.110,0.748,0.664,,COL,0.844,0.448,0.815,0.815,,,,CPV,0.568,0.568,0.679,0.679,,CHN,0.666,0.666,0.960,0.819,,,,DOM,0.111,0.111,0.973,0.973,,EGY,0.346,0.346,0.568,0.568,,,,CYP,0.079,0.070,0.999,0.999,,CRI,0.494,0.494,0.632,0.632,,,,EGY,0.346,0.346,0.216,0.142,,EGY,0.346,0.346,0.404,0.404,,,,CRI,0.759,0.692,0.621,0.621,,CRI,0.494,0.494,0.322,0.322
CRI,1.000,1.000,1.000,1.000,,COM,0.053,0.053,0.815,0.815,,,,CMR,0.578,0.578,0.376,0.376,,CMR,0.669,0.601,0.895,0.895,,,,ECU,0.054,0.054,0.798,0.798,,COM,0.256,0.153,0.717,0.717,,,,CRI,0.502,0.502,0.774,0.774,,CIV,0.557,0.557,0.580,0.580,,,,ECU,0.053,0.053,0.986,0.986,,EST,0.409,0.366,0.945,0.945,,,,DOM,0.135,0.135,0.973,0.973,,CYP,0.541,0.440,0.875,0.875,,,,EST,0.231,0.231,0.072,0.072,,EST,0.284,0.271,0.700,0.700,,,,CYP,0.517,0.480,0.234,0.234,,CYP,0.435,0.435,0.541,0.541
CZE,0.109,0.104,0.946,0.932,,CPV,0.426,0.285,0.969,0.969,,,,COG,0.534,0.534,0.404,0.404,,COG,0.640,0.569,0.906,0.906,,,,EGY,0.071,0.071,0.820,0.820,,CPV,0.539,0.277,0.767,0.767,,,,CYP,0.444,0.444,0.928,0.928,,CMR,0.856,0.580,0.907,0.758,,,,EGY,0.071,0.071,0.897,0.896,,FJI,0.366,0.346,0.814,0.814,,,,ECU,0.066,0.066,0.986,0.986,,CZE,1.000,0.998,1.000,0.999,,,,FJI,0.297,0.297,0.422,0.303,,FJI,0.366,0.332,0.602,0.602,,,,CZE,0.803,0.803,0.036,0.020,,CZE,1.000,1.000,1.000,1.000
DJI,0.043,0.043,0.403,0.392,,CRI,0.287,0.217,0.976,0.976,,,,COL,0.595,0.595,0.744,0.744,,COL,0.713,0.653,0.921,0.921,,,,EST,0.566,0.321,0.928,0.928,,CRI,0.466,0.203,0.777,0.777,,,,DNK,0.297,0.297,0.904,0.904,,COG,0.791,0.564,0.765,0.765,,,,EST,1.000,0.192,1.000,1.000,,GAB,0.814,0.814,0.927,0.825,,,,EGY,0.088,0.088,0.897,0.896,,DEU,0.877,0.844,0.972,0.964,,,,GAB,0.814,0.814,0.862,0.766,,GAB,0.814,0.814,0.916,0.474,,,,DEU,0.839,0.705,0.093,0.046,,DEU,0.705,0.705,0.730,0.730
DOM,0.122,0.094,0.734,0.724,,DJI,0.055,0.055,0.560,0.560,,,,COM,0.553,0.553,0.444,0.444,,COM,0.554,0.554,0.815,0.815,,,,ETH,0.053,0.053,0.307,0.307,,CZE,0.492,0.159,0.932,0.814,,,,DOM,0.730,0.730,0.668,0.644,,COL,0.994,0.717,0.988,0.839,,,,GAB,0.169,0.169,0.886,0.885,,GHA,0.225,0.225,0.569,0.569,,,,ESP,0.232,0.173,0.997,0.997,,DNK,0.289,0.289,0.868,0.868,,,,GHA,0.225,0.225,0.147,0.147,,GHA,0.225,0.225,0.328,0.328,,,,DNK,0.344,0.290,0.044,0.044,,DNK,0.289,0.289,0.576,0.576
ECU,0.059,0.056,0.939,0.912,,DOM,0.121,0.120,0.877,0.877,,,,CPV,0.555,0.555,0.668,0.668,,CPV,0.675,0.666,0.969,0.969,,,,FJI,0.061,0.061,0.831,0.831,,DJI,0.050,0.050,0.449,0.449,,,,ECU,0.594,0.594,0.798,0.798,,COM,0.551,0.551,0.717,0.717,,,,GEO,0.295,0.224,0.998,0.997,,GMB,0.262,0.262,0.317,0.317,,,,EST,1.000,0.204,1.000,1.000,,DOM,0.726,0.726,0.632,0.626,,,,GMB,0.262,0.262,0.065,0.065,,GMB,0.262,0.262,0.065,0.065,,,,DOM,0.864,0.788,0.499,0.251,,DOM,0.726,0.726,0.384,0.384
EGY,0.078,0.062,0.756,0.740,,ECU,0.260,0.228,0.948,0.948,,,,CRI,0.685,0.548,0.818,0.818,,CRI,0.590,0.590,0.976,0.976,,,,GEO,1.000,0.413,1.000,0.911,,DOM,0.541,0.314,0.964,0.859,,,,EGY,0.649,0.649,0.820,0.820,,CPV,0.822,0.588,0.767,0.767,,,,GHA,0.047,0.047,0.858,0.857,,GTM,0.360,0.360,0.398,0.398,,,,GAB,0.207,0.207,0.886,0.885,,ECU,0.587,0.587,0.610,0.610,,,,GTM,0.965,0.416,0.813,0.550,,GTM,0.360,0.360,0.199,0.199,,,,ECU,0.992,0.853,0.978,0.697,,ECU,0.587,0.587,0.434,0.434
EST,1.000,0.786,1.000,0.992,,EGY,0.606,0.456,0.976,0.976,,,,CYP,0.424,0.424,0.716,0.716,,CYP,0.565,0.531,0.982,0.982,,,,GHA,0.047,0.047,0.499,0.499,,ECU,0.747,0.341,0.784,0.784,,,,ESP,1.000,0.822,1.000,0.969,,CRI,0.782,0.529,0.777,0.777,,,,GIN,0.055,0.055,0.389,0.389,,GUY,0.328,0.328,0.662,0.662,,,,GEO,0.300,0.234,0.998,0.997,,EGY,0.643,0.643,0.565,0.555,,,,GUY,0.328,0.328,0.554,0.401,,GUY,0.403,0.347,0.511,0.511,,,,EGY,0.766,0.670,0.176,0.129,,EGY,0.643,0.643,0.404,0.404
ETH,0.041,0.041,0.337,0.327,,EST,0.391,0.234,0.963,0.963,,,,CZE,0.795,0.795,0.946,0.842,,DEU,0.920,0.866,0.985,0.984,,,,GIN,0.054,0.054,0.310,0.310,,EGY,0.347,0.220,0.927,0.775,,,,EST,0.606,0.606,0.928,0.928,,CYP,0.422,0.422,0.689,0.689,,,,GMB,0.055,0.055,0.608,0.608,,HND,0.224,0.224,0.512,0.512,,,,GHA,0.057,0.057,0.858,0.857,,ESP,0.719,0.719,0.832,0.823,,,,HND,0.602,0.318,0.486,0.486,,HND,0.224,0.224,0.273,0.273,,,,ESP,0.855,0.820,0.766,0.382,,ESP,0.719,0.719,0.340,0.340
FJI,0.067,0.059,0.844,0.824,,ETH,0.053,0.053,0.797,0.797,,,,DEU,0.732,0.698,0.807,0.800,,DJI,0.565,0.565,0.560,0.560,,,,GTM,0.075,0.075,0.456,0.456,,EST,0.217,0.069,0.691,0.691,,,,ETH,0.564,0.564,0.307,0.307,,CZE,0.793,0.793,0.926,0.831,,,,GNB,0.058,0.058,0.604,0.604,,HRV,0.620,0.494,0.894,0.894,,,,GIN,0.067,0.067,0.389,0.389,,EST,0.743,0.673,0.923,0.923,,,,HRV,0.350,0.350,0.161,0.106,,HRV,0.431,0.426,0.772,0.772,,,,EST,0.710,0.608,0.110,0.075,,EST,0.597,0.597,0.700,0.700
GEO,0.104,0.097,0.924,0.910,,FJI,0.522,0.343,0.968,0.968,,,,DJI,0.564,0.564,0.314,0.314,,DNK,0.374,0.342,0.977,0.977,,,,GUY,0.068,0.068,0.799,0.799,,ETH,0.048,0.048,0.657,0.657,,,,FIN,0.407,0.407,0.938,0.938,,DEU,0.688,0.688,0.948,0.791,,,,GTM,0.075,0.075,0.933,0.933,,HTI,0.277,0.277,0.410,0.410,,,,GMB,0.067,0.067,0.608,0.608,,FIN,0.397,0.397,0.785,0.785,,,,HTI,0.277,0.277,0.139,0.100,,HTI,0.277,0.277,0.324,0.324,,,,FIN,0.605,0.480,0.414,0.414,,FIN,0.397,0.397,0.414,0.414
GHA,0.036,0.036,0.538,0.530,,GEO,0.779,0.776,1.000,0.997,,,,DNK,0.395,0.383,0.927,0.927,,DOM,0.722,0.722,0.877,0.876,,,,HND,0.046,0.046,0.491,0.491,,FJI,0.298,0.184,0.871,0.739,,,,FJI,0.614,0.614,0.831,0.831,,DJI,0.563,0.563,0.449,0.449,,,,GUY,0.068,0.068,0.949,0.949,,HUN,0.551,0.462,0.916,0.916,,,,GNB,0.070,0.070,0.604,0.604,,FJI,0.608,0.608,0.795,0.795,,,,HUN,0.311,0.311,0.040,0.028,,HUN,0.382,0.382,0.791,0.791,,,,FJI,0.723,0.684,0.422,0.293,,FJI,0.608,0.608,0.602,0.602
GIN,0.043,0.043,0.361,0.352,,GHA,0.051,0.049,0.848,0.848,,,,DOM,0.721,0.721,0.734,0.612,,ECU,0.695,0.669,0.948,0.948,,,,HRV,0.864,0.586,0.947,0.947,,GEO,1.000,0.564,1.000,0.897,,,,FRA,0.827,0.743,0.981,0.981,,DNK,0.278,0.278,0.689,0.689,,,,HND,0.046,0.046,0.955,0.955,,IDN,0.373,0.373,0.623,0.623,,,,GTM,0.092,0.092,0.933,0.933,,FRA,0.550,0.550,0.842,0.842,,,,IDN,1.000,0.602,1.000,0.696,,IDN,0.373,0.373,0.365,0.365,,,,FRA,0.655,0.596,0.194,0.194,,FRA,0.550,0.550,0.588,0.588
GMB,0.043,0.043,0.553,0.537,,GIN,0.055,0.055,0.719,0.719,,,,ECU,0.580,0.580,0.733,0.733,,EGY,0.773,0.772,0.976,0.976,,,,HUN,0.763,0.394,0.920,0.920,,GHA,0.398,0.183,0.736,0.736,,,,GBR,0.653,0.556,0.942,0.942,,DOM,0.720,0.720,0.958,0.818,,,,HRV,0.222,0.174,0.998,0.998,,IND,0.297,0.297,0.524,0.524,,,,GUY,0.083,0.083,0.949,0.949,,GAB,0.806,0.806,0.778,0.697,,,,IND,0.297,0.297,0.451,0.323,,IND,0.297,0.297,0.394,0.394,,,,GAB,0.959,0.936,0.862,0.482,,GAB,0.806,0.806,0.410,0.377
GTM,0.059,0.059,0.600,0.588,,GMB,0.055,0.055,0.695,0.695,,,,EGY,0.637,0.637,0.623,0.598,,ESP,1.000,0.983,1.000,0.999,,,,IDN,0.077,0.077,0.722,0.722,,GIN,0.050,0.050,0.597,0.597,,,,GEO,0.684,0.684,0.933,0.897,,ECU,0.935,0.644,0.950,0.796,,,,IDN,0.247,0.115,0.995,0.994,,IRN,0.575,0.575,0.839,0.713,,,,HND,0.057,0.057,0.955,0.955,,GBR,0.672,0.631,0.941,0.941,,,,IRN,0.575,0.575,0.453,0.323,,IRN,0.708,0.586,0.555,0.456,,,,GBR,0.642,0.584,0.192,0.192,,GBR,0.540,0.540,0.712,0.712
GUY,0.075,0.066,0.852,0.833,,GNB,0.058,0.058,0.684,0.684,,,,ESP,1.000,1.000,1.000,1.000,,EST,0.714,0.697,0.963,0.963,,,,IND,0.062,0.062,0.619,0.619,,GMB,0.050,0.050,0.586,0.586,,,,GHA,0.547,0.547,0.499,0.499,,EGY,0.636,0.636,0.927,0.771,,,,IND,0.062,0.062,0.862,0.862,,JAM,0.259,0.217,0.761,0.761,,,,HRV,0.237,0.189,0.998,0.998,,GHA,0.540,0.540,0.556,0.556,,,,JAM,0.210,0.210,0.147,0.147,,JAM,0.259,0.225,0.528,0.528,,,,GHA,0.643,0.572,0.147,0.147,,GHA,0.540,0.540,0.328,0.328
HND,0.050,0.036,0.666,0.656,,GTM,0.364,0.214,0.917,0.917,,,,EST,0.829,0.642,0.802,0.802,,ETH,0.554,0.554,0.797,0.797,,,,IRN,0.118,0.118,0.932,0.834,,GNB,0.622,0.349,0.941,0.783,,,,GIN,0.571,0.571,0.310,0.310,,ESP,0.706,0.706,0.963,0.814,,,,IRN,0.117,0.117,0.980,0.980,,KEN,0.243,0.243,0.480,0.480,,,,IDN,0.255,0.130,0.995,0.994,,GMB,0.567,0.567,0.309,0.309,,,,KEN,0.653,0.288,0.435,0.435,,KEN,0.243,0.243,0.211,0.211,,,,GMB,0.674,0.575,0.065,0.065,,GMB,0.567,0.567,0.065,0.065
HRV,0.075,0.072,0.948,0.927,,GUY,0.069,0.069,0.812,0.812,,,,ETH,0.553,0.553,0.263,0.263,,FIN,0.516,0.502,0.990,0.990,,,,JAM,0.043,0.043,0.746,0.746,,GTM,0.813,0.370,0.971,0.826,,,,GTM,0.647,0.647,0.456,0.456,,EST,0.585,0.585,0.837,0.706,,,,KEN,0.051,0.051,0.866,0.866,,KGZ,0.408,0.284,0.842,0.842,,,,IND,0.076,0.076,0.862,0.862,,GTM,0.642,0.642,0.396,0.389,,,,KGZ,0.230,0.230,0.093,0.093,,KGZ,0.422,0.379,0.937,0.937,,,,GTM,0.979,0.785,0.660,0.484,,GTM,0.642,0.642,0.199,0.199
HUN,0.066,0.065,0.979,0.954,,HND,0.225,0.217,0.957,0.957,,,,FIN,0.546,0.523,0.919,0.919,,FJI,0.730,0.719,0.968,0.968,,,,KEN,0.050,0.050,0.506,0.506,,GUY,0.062,0.062,0.721,0.623,,,,GUY,0.628,0.628,0.799,0.799,,ETH,0.551,0.551,0.657,0.657,,,,KGZ,0.152,0.123,0.998,0.998,,KHM,0.312,0.312,0.388,0.388,,,,IRN,0.146,0.146,0.980,0.980,,GUY,0.623,0.623,0.646,0.646,,,,KHM,0.837,0.455,0.814,0.567,,KHM,0.312,0.312,0.082,0.082,,,,GUY,0.741,0.722,0.518,0.368,,GUY,0.623,0.623,0.511,0.511
IDN,0.084,0.068,0.763,0.748,,HRV,0.228,0.086,0.880,0.880,,,,FJI,0.601,0.601,0.659,0.659,,FRA,0.717,0.692,0.988,0.988,,,,KGZ,0.048,0.048,0.809,0.809,,HND,0.497,0.269,0.772,0.772,,,,HND,0.547,0.547,0.491,0.491,,FIN,0.384,0.384,0.685,0.685,,,,KHM,0.066,0.066,0.872,0.872,,KOR,0.528,0.510,0.982,0.982,,,,ITA,0.360,0.331,0.999,0.999,,HND,0.541,0.541,0.500,0.500,,,,KOR,0.298,0.298,0.179,0.128,,KOR,0.367,0.319,0.529,0.529,,,,HND,0.825,0.690,0.486,0.486,,HND,0.541,0.541,0.273,0.273
IND,0.048,0.048,0.646,0.630,,HUN,0.301,0.187,0.920,0.920,,,,FRA,0.760,0.615,0.824,0.824,,GBR,0.793,0.739,0.998,0.998,,,,KNA,1.000,1.000,1.000,1.000,,HRV,0.062,0.062,0.803,0.694,,,,HRV,0.815,0.719,0.987,0.949,,FJI,0.600,0.600,0.885,0.745,,,,LAO,0.071,0.071,0.721,0.721,,LAO,0.337,0.337,0.406,0.406,,,,KEN,0.062,0.062,0.866,0.866,,HRV,0.846,0.684,0.889,0.879,,,,LAO,0.337,0.337,0.723,0.465,,LAO,0.337,0.337,0.093,0.093,,,,HRV,0.809,0.697,0.215,0.101,,HRV,0.679,0.679,0.772,0.772
IRN,0.126,0.108,0.817,0.807,,IDN,0.375,0.234,0.920,0.920,,,,GBR,0.745,0.561,0.788,0.788,,GEO,0.896,0.894,0.998,0.996,,,,KOR,0.721,0.545,0.959,0.959,,HUN,0.293,0.096,0.839,0.708,,,,HUN,0.670,0.670,0.920,0.920,,FRA,0.536,0.536,0.731,0.731,,,,LBN,1.000,1.000,1.000,1.000,,LKA,0.881,0.772,0.927,0.876,,,,KGZ,0.157,0.130,0.998,0.998,,HTI,0.577,0.577,0.401,0.401,,,,LKA,0.715,0.715,0.451,0.370,,LKA,0.715,0.715,0.354,0.331,,,,HTI,0.687,0.596,0.139,0.098,,HTI,0.577,0.577,0.324,0.324
JAM,0.046,0.040,0.816,0.809,,IND,0.299,0.171,0.914,0.914,,,,GEO,0.674,0.674,0.762,0.748,,GHA,0.535,0.535,0.848,0.848,,,,LAO,0.070,0.070,0.444,0.444,,IDN,0.664,0.295,0.945,0.809,,,,IDN,0.661,0.661,0.722,0.722,,GBR,0.525,0.525,0.731,0.731,,,,LKA,0.155,0.155,0.982,0.982,,LSO,0.215,0.215,0.475,0.475,,,,KHM,0.080,0.080,0.872,0.872,,HUN,0.824,0.701,0.912,0.898,,,,LSO,0.578,0.260,0.441,0.441,,LSO,0.215,0.215,0.224,0.224,,,,HUN,0.662,0.662,0.062,0.029,,HUN,0.662,0.662,0.791,0.791
KEN,0.039,0.039,0.574,0.557,,IRN,1.000,1.000,1.000,1.000,,,,GHA,0.534,0.534,0.427,0.427,,GIN,0.561,0.561,0.719,0.719,,,,LBN,0.882,0.882,0.820,0.812,,IND,0.668,0.274,0.904,0.770,,,,IND,0.605,0.605,0.619,0.619,,GEO,1.000,0.736,1.000,0.858,,,,LSO,0.044,0.044,0.850,0.849,,LTU,0.491,0.399,0.903,0.903,,,,LAO,0.086,0.086,0.721,0.721,,IDN,0.656,0.656,0.620,0.610,,,,LTU,0.277,0.277,0.168,0.121,,LTU,0.341,0.337,0.771,0.771,,,,IDN,1.000,0.862,1.000,0.608,,IDN,0.656,0.656,0.365,0.365
KGZ,0.052,0.045,0.823,0.812,,KEN,0.055,0.052,0.840,0.840,,,,GIN,0.560,0.560,0.282,0.282,,GMB,0.562,0.562,0.695,0.695,,,,LCA,0.060,0.060,0.819,0.819,,IRN,1.000,0.492,1.000,0.899,,,,IRN,0.764,0.764,0.833,0.808,,GHA,0.532,0.532,0.736,0.736,,,,LTU,0.174,0.158,0.999,0.999,,LVA,0.344,0.257,0.868,0.868,,,,LBN,1.000,1.000,1.000,1.000,,IND,0.600,0.600,0.512,0.512,,,,LVA,0.194,0.194,0.044,0.044,,LVA,0.239,0.215,0.589,0.589,,,,IND,0.714,0.681,0.451,0.309,,IND,0.600,0.600,0.394,0.394
KNA,1.000,0.918,1.000,0.910,,KGZ,0.154,0.065,0.883,0.883,,,,GMB,0.561,0.561,0.431,0.431,,GNB,0.571,0.571,0.684,0.684,,,,LKA,0.181,0.178,0.999,0.919,,KEN,0.544,0.298,0.773,0.773,,,,ISL,0.366,0.366,0.885,0.885,,GIN,0.558,0.558,0.597,0.597,,,,LVA,0.123,0.109,0.999,0.999,,MAR,0.254,0.254,0.430,0.430,,,,LKA,0.184,0.184,0.982,0.982,,IRN,0.759,0.759,0.706,0.703,,,,MAR,0.683,0.344,0.472,0.472,,MAR,0.254,0.254,0.187,0.187,,,,IRN,0.903,0.816,0.453,0.239,,IRN,0.759,0.759,0.442,0.442
KOR,0.061,0.056,0.925,0.899,,KHM,0.317,0.308,0.958,0.958,,,,GTM,0.636,0.636,0.494,0.474,,GTM,0.762,0.691,0.917,0.917,,,,LSO,0.044,0.044,0.339,0.339,,KGZ,0.231,0.098,0.700,0.700,,,,ITA,1.000,0.913,1.000,0.987,,GMB,0.560,0.560,0.586,0.586,,,,MAR,0.052,0.052,0.841,0.841,,MDA,0.238,0.228,0.820,0.820,,,,LSO,0.055,0.055,0.850,0.849,,ISL,0.443,0.388,0.907,0.907,,,,MDA,0.193,0.193,0.058,0.058,,MDA,0.342,0.250,0.817,0.817,,,,ISL,0.424,0.421,0.379,0.379,,ISL,0.356,0.356,0.328,0.328
LAO,0.056,0.056,0.481,0.471,,KNA,1.000,1.000,1.000,1.000,,,,GUY,0.617,0.617,0.665,0.665,,GUY,0.618,0.618,0.812,0.812,,,,LTU,0.679,0.456,0.945,0.945,,KHM,1.000,0.567,1.000,0.868,,,,JAM,0.542,0.542,0.746,0.746,,GNB,0.844,0.620,0.922,0.780,,,,MDA,0.126,0.066,0.995,0.995,,MEX,0.242,0.242,0.713,0.713,,,,LTU,0.187,0.171,0.999,0.999,,ITA,0.834,0.834,0.901,0.821,,,,MEX,0.242,0.242,0.282,0.282,,MEX,0.242,0.242,0.310,0.310,,,,ITA,0.992,0.910,0.532,0.308,,ITA,0.834,0.834,0.617,0.575
